N,Scenario,Output,tokens_per_second,total_tokens,total_time,mean_time_per_token,max_time_per_token,min_time_per_token,accepted_tokens,total_draft_tokens,verification_rounds,total_draft_time,total_target_time,pipeline_total_time,draft_stage_busy_time,verify_stage_busy_time,pipeline_bubbles,rollback_events,flushed_batches,max_buffer_occupancy,buffer_capacity,batches_drafted,batches_verified,peak_memory_MB,model_memory_MB,memory_bandwidth_GB_per_s,peak_memory_bandwidth_GB_per_s,cpu_ram_delta_MB,gpu_utilization_pct,acceptance_rate,rollback_rate
100,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679,14.535786979321168,109,7.498733997344971,0.06879572474628413,0.6276555061340332,0.07359981536865234,94,208,15,7.478231906890869,2.2570645809173584,7.498733997344971,7.478231906890869,2.2570645809173584,15,7,6,2,2,22,15,15755.52768,15676.928,87.98453131656645,183.1095793446794,254.898176,122.34370467649511,0.4519230769230769,0.4666666666666667
100,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986,17.949816255416803,102,5.682509422302246,0.05571087668923771,0.43349313735961914,0.03710794448852539,77,129,25,5.682509422302246,4.225172996520996,5.682509422302246,5.682509422302246,4.225172996520996,8,6,6,2,2,32,25,15744.358912,15676.928,109.23576500125051,174.47727787100322,6.2464,122.25697775236127,0.5968992248062015,0.24
100,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342,10.292378305189988,100,9.715927362442017,0.09715927362442017,0.6485183238983154,0.07885861396789551,84,248,16,9.715927362442017,2.4612855911254883,9.715927362442017,9.715927362442017,2.4612855911254883,16,10,9,2,2,26,16,15751.161856,15676.928,78.35106930900989,170.89865715223723,0.118784,122.3098034900053,0.3387096774193548,0.625
100,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628,19.550594976248146,104,5.319531202316284,0.051149338483810425,0.5410215854644775,0.03754568099975586,79,123,25,5.319531202316284,3.820516347885132,5.319531202316284,5.319531202316284,3.820516347885132,5,6,6,2,2,32,25,15745.649152,15676.928,114.20793678199725,142.44081248192595,0.630784,122.26699663238408,0.6422764227642277,0.24
100,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534,15.809229700645659,101,6.3886730670928955,0.06325418878309798,0.5574016571044922,0.06589889526367188,89,164,12,6.3886730670928955,1.7126469612121582,6.3886730670928955,6.3886730670928955,1.7126469612121582,12,4,4,2,2,17,12,15750.538752,15676.928,81.79129519516576,204.50769588893823,0.028672,122.30496500707363,0.5426829268292683,0.3333333333333333
100,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803,19.819037160016467,102,5.146566867828369,0.05045653791988597,0.5405268669128418,0.05408191680908203,84,121,18,5.146566867828369,2.7224273681640625,5.146566867828369,5.146566867828369,2.7224273681640625,13,3,3,2,2,22,18,15746.80832,15676.928,98.86098522969148,249.19292856381935,0.028672,122.27599772142041,0.6942148760330579,0.16666666666666666
100,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342117067982,11.9869174077858,109,9.093246936798096,0.08342428382383574,0.5462150573730469,0.09315633773803711,94,231,15,9.093246936798096,2.7010557651519775,9.093246936798096,9.093246936798096,2.7010557651519775,15,9,8,2,2,24,15,15756.774912,15676.928,78.12114053708261,144.66896787954354,0.032768,122.35338959385051,0.4069264069264069,0.6
100,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986,17.233916115620534,103,5.9765870571136475,0.0580251170593558,0.6528894901275635,0.03808116912841797,76,129,27,5.9765870571136475,4.1321680545806885,5.9765870571136475,5.9765870571136475,4.1321680545806885,10,7,7,2,2,35,27,15744.358912,15676.928,108.37070055979342,191.87869033681338,0.012288,122.25697775236127,0.5891472868217055,0.25925925925925924
100,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706798,13.703128553230977,109,7.954387903213501,0.07297603580929818,0.5506901741027832,0.08425378799438477,95,202,14,7.954387903213501,2.507341146469116,7.954387903213501,7.954387903213501,2.507341146469116,14,7,6,2,2,21,14,15756.150784,15676.928,79.590685303169,159.95519670757338,0.024576,122.34854315942675,0.47029702970297027,0.5
100,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348,18.07056081482257,106,5.865894317626953,0.05533862563799012,0.5072622299194336,0.0375370979309082,82,119,24,5.779557466506958,4.271597623825073,5.865894317626953,5.779557466506958,4.271597623825073,7,8,8,2,2,32,24,15748.667392,15676.928,99.77258935629189,179.39385435362948,0.004096,122.29043365529452,0.6890756302521008,0.3333333333333333
200,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502841027019385211055596446229489549,10.279446296768192,202,19.650863885879517,0.09728150438554216,0.9274420738220215,0.11467194557189941,186,483,16,19.650863885879517,3.6451377868652344,19.650863885879517,19.650863885879517,3.6451377868652344,16,9,9,2,2,25,16,15836.31104,15676.928,65.04935590004918,117.52509443166302,-1888.813056,122.97099788681145,0.38509316770186336,0.5625
200,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706798214808651328230664709384460955058223172535940812848111745028410270193,13.617692836783187,201,14.760209560394287,0.07343387840992183,0.7506520748138428,0.04004955291748047,161,271,40,14.760209560394287,8.078269958496094,14.760209560394287,14.760209560394287,8.078269958496094,22,10,10,2,2,51,40,15801.709568,15676.928,76.91621645090471,221.48009021155372,0.892928,122.70231299362861,0.5940959409594095,0.25
200,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502841027019385211055596446229489549,10.472137104232193,201,19.193789958953857,0.09549149233310376,0.953101396560669,0.09624361991882324,184,485,17,19.193789958953857,4.226661920547485,19.193789958953857,19.193789958953857,4.226661920547485,17,11,9,2,2,26,17,15834.586112,15676.928,67.5298138718741,140.02830778151366,0.032768,122.95760359840003,0.37938144329896906,0.6470588235294118
200,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706798214808651328230664709384460955058223172535940812848111745028410270,13.618591598269061,202,14.832664489746094,0.07342903212745591,0.9014601707458496,0.036592960357666016,160,261,42,14.609426021575928,10.4656503200531,14.832664489746094,14.609426021575928,10.4656503200531,13,9,9,2,2,51,42,15800.593408,15676.928,76.8743989982557,194.88003014498122,0.073728,122.6936458672597,0.6130268199233716,0.21428571428571427
200,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502841027019385211055596446229489549,8.614466652358871,200,23.21675944328308,0.1160837972164154,0.9899070262908936,0.07962751388549805,183,534,17,23.21675944328308,4.989870071411133,23.21675944328308,23.21675944328308,4.989870071411133,17,12,12,2,2,29,17,15834.215936,15676.928,60.47173846486935,169.24842399800747,0.065536,122.95472913401252,0.34269662921348315,0.7058823529411765
200,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502841027019,13.470807719632877,201,14.921154260635376,0.07423459831161879,0.8732976913452148,0.03708910942077637,160,260,41,14.720087766647339,9.12541151046753,14.921154260635376,14.720087766647339,9.12541151046753,20,10,10,2,2,52,41,15799.477248,15676.928,75.36784490988252,216.8186660211216,0.008192,122.68497874089076,0.6153846153846154,0.24390243902439024
200,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502841027019385211055596446229489549,8.26766781116813,200,24.190618753433228,0.12095309376716613,1.043205738067627,0.12274479866027832,183,566,17,24.16534733772278,4.21158242225647,24.190618753433228,24.16534733772278,4.21158242225647,17,12,12,2,2,29,17,15836.31104,15676.928,60.94763084233853,109.79553821502388,-33.161216,122.97099788681145,0.32332155477031804,0.7058823529411765
200,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502841027019,13.126170908701383,201,15.312919616699219,0.07618367968507074,1.045729398727417,0.03704714775085449,158,278,43,15.011898517608643,10.144749164581299,15.312919616699219,15.011898517608643,10.144749164581299,15,12,12,2,2,56,43,15801.709568,15676.928,77.78599210963236,147.58265313802838,-46.137344,122.70231299362861,0.5683453237410072,0.27906976744186046
200,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502841027019385211055596446229489549,9.089352149312365,200,22.00376844406128,0.11001884222030639,0.9018959999084473,0.10221242904663086,182,561,18,22.00376844406128,4.835656642913818,22.00376844406128,22.00376844406128,4.835656642913818,18,13,12,2,2,30,18,15836.31104,15676.928,67.11746911800428,131.8511981145822,0.012288,122.97099788681145,0.3244206773618538,0.7222222222222222
200,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706798214808651328230664709384460955058223172535940812848111745028410270,13.951418369119631,202,14.478814601898193,0.071677300009397,0.8362011909484863,0.03510260581970215,160,274,42,13.953781843185425,9.432937145233154,14.478814601898193,13.953781843185425,9.432937145233154,21,9,9,2,2,51,42,15799.477248,15676.928,80.72853049881319,205.22643390638171,0.04096,122.68497874089076,0.583941605839416,0.21428571428571427
