N,Scenario,Output,tokens_per_second,total_tokens,total_time,mean_time_per_token,max_time_per_token,min_time_per_token,accepted_tokens,total_draft_tokens,verification_rounds,total_draft_time,total_target_time,peak_memory_MB,model_memory_MB,memory_bandwidth_GB_per_s,peak_memory_bandwidth_GB_per_s
50,Llama2 1.1b -> 7b - Speculative with KV Cache,The first digits of pi are 3.141592653589793238462643383279502884197169399375,14.81627281104376,50,3.3746678829193115,0.06749335765838622,0.046092987060546875,0.030617952346801758,40,46,10,1.5814993381500244,1.793168544769287,15724.719104,15676.928,69.92473684369436,105.18447620516363
50,Llama2 1.1b -> 7b - Speculative with Full Decoder,The first digits of pi are 3.1415926535897932384626433832795028841971693993751,11.213436150574816,51,4.548115253448486,0.08917873045977424,0.19553470611572266,0.03011918067932129,38,66,13,2.431241273880005,2.1168739795684814,15725.298688,15676.928,70.44790530782204,185.260448956143
50,Llama2 1.1b - Baseline,The first digits of pi are 3 and 1. The second digit of pi is 1. The third digit of pi is 1. The fourth digit of pi is 1. The fifth digit of pi is 1. The sixth digit of pi is 1.,26.380328971690815,50,1.8953516483306885,0.03790703296661377,0.04366111755371094,0.03506731986999512,0,0,0,0.0,0.0,2216.29696,2200.096768,58.03927650939372,62.739233456004236
50,Llama2 7b - Baseline,The first digits of pi are 3.141592653589793238462643383279502884197169399375,6.477232217672599,50,7.719346523284912,0.15438693046569824,0.2571399211883545,0.03869485855102539,0,0,0,0.0,0.0,13520.900608,13476.831232,87.2925654480467,348.28480414855716
50,Llama2 1.1b -> 7b - Speculative,The first digits of pi are 3.141592653589793238462643383279502884197169399375,13.09025875075301,50,3.819634199142456,0.07639268398284912,0.054826974868774414,0.03557014465332031,48,52,12,2.0005035400390625,1.8191306591033936,15724.014592,15676.928,72.2914793207143,186.70641461423182
50,Llama2 1.1b -> 7b - Speculative with Adaptive K,The first digits of pi are 3.141592653589793238462643383279502884197169399375,11.480178830376639,50,4.355332851409912,0.08710665702819824,0.05812549591064453,0.03556394577026367,45,66,13,2.55108904838562,1.804243803024292,15724.014592,15676.928,73.56617820846417,315.53874960898133
50,Llama2 1.1b -> 7b - Speculative with KV Cache,The first digits of pi are 3.141592653589793238462643383279502884197169399375,11.692978794309875,50,4.2760703563690186,0.08552140712738038,0.13351655006408691,0.03152894973754883,36,64,14,2.23362398147583,2.0424463748931885,15724.847104,15676.928,77.05248111955204,336.0917504649764
50,Llama2 1.1b -> 7b - Speculative with Full Decoder,The first digits of pi are 3.141592653589793238462643383279502884197169399375,13.499371072745006,50,3.703876256942749,0.07407752513885497,0.18743491172790527,0.0315403938293457,41,53,9,1.9845755100250244,1.7193007469177246,15724.975104,15676.928,64.22909225060462,98.80255046005581
50,Llama2 1.1b - Baseline,The first digits of pi are 3 and 1. The second digit of pi is 1. The third digit of pi is 1. The fourth digit of pi is 1. The fifth digit of pi is 1. The sixth digit of pi is 1.,26.050946591976963,50,1.919316053390503,0.03838632106781006,0.04665207862854004,0.03462386131286621,0,0,0,0.0,0.0,2216.29696,2200.096768,57.314603400349135,63.54279056629784
50,Llama2 7b - Baseline,The first digits of pi are 3.141592653589793238462643383279502884197169399375,5.968990028439023,50,8.37662649154663,0.1675325298309326,0.2539241313934326,0.06995749473571777,0,0,0,0.0,0.0,13520.900608,13476.831232,80.4430712387636,192.64313684919904
50,Llama2 1.1b -> 7b - Speculative,The first digits of pi are 3.141592653589793238462643383279502884197169399375,10.000989535011538,50,4.999505281448364,0.09999010562896729,0.060183048248291016,0.03554868698120117,45,64,14,2.468348979949951,2.531156301498413,15724.014592,15676.928,65.90288675613692,159.86743351915416
50,Llama2 1.1b -> 7b - Speculative with Adaptive K,The first digits of pi are 3.141592653589793238462643383279502884197169399375,12.228585316451918,50,4.088780403137207,0.08177560806274414,0.1382451057434082,0.035153865814208984,45,58,12,2.307286500930786,1.781493902206421,15724.014592,15676.928,70.7613417208728,169.85413410730015
50,Llama2 1.1b -> 7b - Speculative with KV Cache,The first digits of pi are 3.141592653589793238462643383279502884197169399375,12.193275869587337,50,4.100620746612549,0.08201241493225098,0.32956552505493164,0.03108978271484375,39,55,11,2.172193765640259,1.92842698097229,15724.975104,15676.928,65.66090414833488,110.51919638309016
50,Llama2 1.1b -> 7b - Speculative with Full Decoder,The first digits of pi are 3.141592653589793238462643383279502884197169399375,9.149140555732703,50,5.464994192123413,0.10929988384246826,0.234541654586792,0.03170204162597656,34,78,16,2.8469223976135254,2.6180717945098877,15724.847104,15676.928,70.8576869439526,126.25341653385061
50,Llama2 1.1b - Baseline,The first digits of pi are 3 and 1. The second digit of pi is 1. The third digit of pi is 1. The fourth digit of pi is 1. The fifth digit of pi is 1. The sixth digit of pi is 1.,25.988871818964007,50,1.9239003658294678,0.038478007316589354,0.04816031455993652,0.03557777404785156,0,0,0,0.0,0.0,2216.29696,2200.096768,57.17803289286899,61.83907866301313
50,Llama2 7b - Baseline,The first digits of pi are 3.141592653589793238462643383279502884197169399375,6.230403651577824,50,8.02516222000122,0.16050324440002442,0.23864960670471191,0.039658308029174805,0,0,0,0.0,0.0,13520.900608,13476.831232,83.96609851955085,339.8236561702459
50,Llama2 1.1b -> 7b - Speculative,The first digits of pi are 3.141592653589793238462643383279502884197169399375,12.169306949882452,50,4.108697414398193,0.08217394828796387,0.18619585037231445,0.035552263259887695,46,57,13,2.316602945327759,1.7920944690704346,15724.014592,15676.928,73.16292524696173,372.83034531143454
50,Llama2 1.1b -> 7b - Speculative with Adaptive K,The first digits of pi are 3.141592653589793238462643383279502884197169399375,11.252490647078629,50,4.443460702896118,0.08886921405792236,0.05763959884643555,0.036124467849731445,45,67,12,2.56844425201416,1.875016450881958,15724.014592,15676.928,69.56930170182872,197.5256915249765
50,Llama2 1.1b -> 7b - Speculative with KV Cache,The first digits of pi are 3.141592653589793238462643383279502884197169399375,13.200937381167915,50,3.787609815597534,0.07575219631195068,0.1973729133605957,0.0305478572845459,39,53,11,1.9460716247558594,1.8415381908416748,15724.847104,15676.928,69.92543718873459,106.82785008571135
50,Llama2 1.1b -> 7b - Speculative with Full Decoder,The first digits of pi are 3.141592653589793238462643383279502884197169399375,13.372073189992802,50,3.739135980606079,0.07478271961212159,0.056635141372680664,0.03108811378479004,38,63,12,2.150563955307007,1.5885720252990723,15724.847104,15676.928,80.32017897335727,335.85212139616254
100,Llama2 1.1b - Baseline,The first digits of pi are 3 and 1. The second digit of pi is 1. The third digit of pi is 1. The fourth digit of pi is 1. The fifth digit of pi is 1. The sixth digit of pi is 1. The seventh digit of pi is 1. The eighth digit of pi is 1. The ninth digit of pi is 1. The tenth digit of pi is 1. The eleventh digit of pi is 1,24.758512792978113,100,4.03901481628418,0.040390148162841796,0.07525372505187988,0.03454780578613281,0,0,0,0.0,0.0,2222.194176,2200.096768,54.47112397631779,63.682677320222155
100,Llama2 7b - Baseline,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,5.750686933795826,100,17.38922691345215,0.1738922691345215,0.2650470733642578,0.03962230682373047,0,0,0,0.0,0.0,13552.082432,13476.831232,77.5010372748339,340.1324231815927
100,Llama2 1.1b -> 7b - Speculative,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,11.59518530038324,100,8.624269247055054,0.08624269247055054,0.04459238052368164,0.03413867950439453,92,149,16,5.7442946434021,2.879974603652954,15754.96448,15676.928,63.01330612208921,127.42458266446017
100,Llama2 1.1b -> 7b - Speculative with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,12.177815034429305,100,8.211653709411621,0.0821165370941162,0.11733055114746094,0.03457069396972656,94,150,12,5.811358451843262,2.4002952575683594,15754.96448,15676.928,59.8827602070465,140.38197960478254
100,Llama2 1.1b -> 7b - Speculative with KV Cache,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,13.052442556143996,100,7.661401271820068,0.07661401271820069,0.07338881492614746,0.03116750717163086,86,134,14,4.633042335510254,3.0283589363098145,15756.921344,15676.928,63.107072323486435,123.91851686865078
100,Llama2 1.1b -> 7b - Speculative with Full Decoder,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,14.43287191407028,100,6.928627967834473,0.06928627967834472,0.04063582420349121,0.031139373779296875,88,133,12,4.524741172790527,2.4038867950439453,15756.793344,15676.928,65.57356622944808,122.52924644113388
100,Llama2 1.1b - Baseline,The first digits of pi are 3 and 1. The second digit of pi is 1. The third digit of pi is 1. The fourth digit of pi is 1. The fifth digit of pi is 1. The sixth digit of pi is 1. The seventh digit of pi is 1. The eighth digit of pi is 1. The ninth digit of pi is 1. The tenth digit of pi is 1. The eleventh digit of pi is 1,26.104376578814442,100,3.830775260925293,0.038307752609252926,0.054128408432006836,0.03516817092895508,0,0,0,0.0,0.0,2222.194176,2200.096768,57.43215454170455,62.55931741359315
100,Llama2 7b - Baseline,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,5.9865566299128155,100,16.70409321784973,0.1670409321784973,0.2772231101989746,0.03762555122375488,0,0,0,0.0,0.0,13552.082432,13476.831232,80.6798133621457,358.1829579546839
100,Llama2 1.1b -> 7b - Speculative,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,11.481294114681056,100,8.709819555282593,0.08709819555282593,0.19245362281799316,0.035552263259887695,93,143,16,5.667697191238403,3.0421223640441895,15754.96448,15676.928,60.878774143420934,165.12550250701105
100,Llama2 1.1b -> 7b - Speculative with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,12.585638175085105,100,7.94556450843811,0.0794556450843811,0.14380979537963867,0.03590059280395508,93,139,12,5.4997313022613525,2.445833206176758,15754.96448,15676.928,58.84231699830541,206.4640246901813
100,Llama2 1.1b -> 7b - Speculative with KV Cache,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,13.102562511780986,100,7.632094860076904,0.07632094860076905,0.09040689468383789,0.03149080276489258,85,142,15,4.875388860702515,2.7567059993743896,15756.921344,15676.928,67.42135926895634,198.98380748505676
100,Llama2 1.1b -> 7b - Speculative with Full Decoder,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,12.031295393764879,100,8.311656951904297,0.08311656951904296,0.38676929473876953,0.032090187072753906,87,153,13,5.65217661857605,2.659480333328247,15757.113344,15676.928,61.57780746746743,108.78655118840989
100,Llama2 1.1b - Baseline,The first digits of pi are 3 and 1. The second digit of pi is 1. The third digit of pi is 1. The fourth digit of pi is 1. The fifth digit of pi is 1. The sixth digit of pi is 1. The seventh digit of pi is 1. The eighth digit of pi is 1. The ninth digit of pi is 1. The tenth digit of pi is 1. The eleventh digit of pi is 1,25.985614529180555,100,3.848283052444458,0.03848283052444458,0.04616570472717285,0.034636497497558594,0,0,0,0.0,0.0,2222.194176,2200.096768,57.170866540143976,63.51960870625204
100,Llama2 7b - Baseline,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,6.136832191985761,100,16.29505205154419,0.1629505205154419,0.283827543258667,0.03407144546508789,0,0,0,0.0,0.0,13552.082432,13476.831232,82.70505175049672,395.54621320100296
100,Llama2 1.1b -> 7b - Speculative,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,11.016161460112896,100,9.077572107315063,0.09077572107315063,0.1680464744567871,0.03506946563720703,93,151,16,5.923525333404541,3.1540467739105225,15754.96448,15676.928,60.35136986006709,126.51678240522874
100,Llama2 1.1b -> 7b - Speculative with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,11.52673797776089,100,8.67548131942749,0.0867548131942749,0.23610472679138184,0.03506779670715332,92,157,14,6.134675979614258,2.5408053398132324,15754.96448,15676.928,61.56325051706129,389.7802175127743
100,Llama2 1.1b -> 7b - Speculative with KV Cache,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,13.185863980097515,100,7.583879232406616,0.07583879232406616,0.20544886589050293,0.030640602111816406,86,139,14,4.904436349868774,2.679442882537842,15757.305344,15676.928,65.20265854010471,133.4156129552107
100,Llama2 1.1b -> 7b - Speculative with Full Decoder,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,11.478213076294729,100,8.712157487869263,0.08712157487869263,0.20415449142456055,0.03110194206237793,85,171,15,5.931126832962036,2.7810306549072266,15757.497344,15676.928,66.38642800171098,203.4770595525649
100,Llama2 1.1b - Baseline,The first digits of pi are 3 and 1. The second digit of pi is 1. The third digit of pi is 1. The fourth digit of pi is 1. The fifth digit of pi is 1. The sixth digit of pi is 1. The seventh digit of pi is 1. The eighth digit of pi is 1. The ninth digit of pi is 1. The tenth digit of pi is 1. The eleventh digit of pi is 1,26.931107463767958,100,3.7131781578063965,0.03713178157806397,0.04212069511413574,0.0335695743560791,0,0,0,0.0,0.0,2222.194176,2200.096768,59.25104248969656,65.53841715903631
100,Llama2 7b - Baseline,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,7.835142175387052,100,12.763010263442993,0.12763010263442992,0.4140324592590332,0.03305649757385254,0,0,0,0.0,0.0,13552.082432,13476.831232,105.59288877641663,407.6908390518686
100,Llama2 1.1b -> 7b - Speculative,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,12.558595419618763,100,7.962673902511597,0.07962673902511597,0.0666801929473877,0.03521084785461426,94,139,16,5.283783197402954,2.6788907051086426,15754.96448,15676.928,65.485885375706,347.53106144299124
100,Llama2 1.1b -> 7b - Speculative with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,14.665446289737934,100,6.818749189376831,0.06818749189376831,0.10077643394470215,0.035550832748413086,98,117,9,4.513823747634888,2.3049254417419434,15754.96448,15676.928,55.53845616348441,104.96883418019344
100,Llama2 1.1b -> 7b - Speculative with KV Cache,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,12.078543662440865,100,8.279143810272217,0.08279143810272217,0.11090850830078125,0.03008890151977539,84,155,16,5.236570596694946,3.0425732135772705,15756.985344,15676.928,67.2345246692481,175.70241625699387
100,Llama2 1.1b -> 7b - Speculative with Full Decoder,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,11.195566471286961,100,8.932107210159302,0.08932107210159301,0.08876943588256836,0.031542062759399414,83,177,17,6.039160966873169,2.892946243286133,15756.793344,15676.928,69.24718258828072,389.7237825421952
100,Llama2 1.1b - Baseline,The first digits of pi are 3 and 1. The second digit of pi is 1. The third digit of pi is 1. The fourth digit of pi is 1. The fifth digit of pi is 1. The sixth digit of pi is 1. The seventh digit of pi is 1. The eighth digit of pi is 1. The ninth digit of pi is 1. The tenth digit of pi is 1. The eleventh digit of pi is 1,26.834465675518306,100,3.726550817489624,0.03726550817489624,0.049185752868652344,0.03454995155334473,0,0,0,0.0,0.0,2222.194176,2200.096768,59.03842120371476,63.67872222926495
100,Llama2 7b - Baseline,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,8.400069558910351,100,11.904663324356079,0.1190466332435608,0.276958703994751,0.03253340721130371,0,0,0,0.0,0.0,13552.082432,13476.831232,113.20631978249547,414.2459209534464
100,Llama2 1.1b -> 7b - Speculative,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,10.10800441702719,100,9.893149614334106,0.09893149614334107,0.13770294189453125,0.03510737419128418,90,157,19,6.100531101226807,3.7926185131073,15754.96448,15676.928,60.797118150576395,181.34721573212232
100,Llama2 1.1b -> 7b - Speculative with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,13.700287142954389,100,7.299117088317871,0.0729911708831787,0.3337123394012451,0.03461265563964844,93,124,12,4.945605278015137,2.3535118103027344,15754.96448,15676.928,59.53240217388281,106.7010101625312
100,Llama2 1.1b -> 7b - Speculative with KV Cache,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,15.19041547736821,100,6.583098411560059,0.06583098411560058,0.16004085540771484,0.030658483505249023,87,123,13,4.250132083892822,2.3329663276672363,15756.857344,15676.928,67.7204988607108,401.4539970292006
100,Llama2 1.1b -> 7b - Speculative with Full Decoder,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706,10.846234046214228,100,9.219789981842041,0.09219789981842041,0.17545866966247559,0.030119895935058594,84,182,16,6.312188148498535,2.907601833343506,15756.921344,15676.928,66.81788985446268,142.2963066342662
200,Llama2 1.1b - Baseline,The first digits of pi are 3 and 1. The second digit of pi is 1. The third digit of pi is 1. The fourth digit of pi is 1. The fifth digit of pi is 1. The sixth digit of pi is 1. The seventh digit of pi is 1. The eighth digit of pi is 1. The ninth digit of pi is 1. The tenth digit of pi is 1. The eleventh digit of pi is 1. The twelfth digit of pi is 1. The thirteenth digit of pi is 1. The fourteenth digit of pi is 1. The fifteenth digit of pi is 1. The sixteenth digit of pi is 1. The seventeenth digit of pi is 1. The eighteenth digit of pi is 1. The nineteenth digit of pi is 1. The twentieth digit of pi is 1. The twenty-first,26.834153217027588,200,7.453188419342041,0.037265942096710206,0.053652048110961914,0.03355073928833008,0,0,0,0.0,0.0,2240.270848,2200.096768,59.0377337647992,65.57520980663628
200,Llama2 7b - Baseline,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342117067982148086513282306647093844609550582231725359408128481117450284102701938521105559644622948954930381,5.726297077136546,200,34.92658472061157,0.17463292360305785,0.7623090744018555,0.03360414505004883,0,0,0,0.0,0.0,13618.140672,13476.831232,77.17233929286412,401.04669266032755
200,Llama2 1.1b -> 7b - Speculative,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342117067982148086513282306647093844609550582231725359408128481117450284102701938521105559644622948954930381,11.478340922519152,200,17.424120903015137,0.08712060451507568,0.151824951171875,0.03409433364868164,191,327,18,13.69167184829712,3.7324490547180176,15836.664832,15676.928,55.211658061069194,384.3993685392896
200,Llama2 1.1b -> 7b - Speculative with Adaptive K,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342117067982148086513282306647093844609550582231725359408128481117450284102701938521105559644622948954930381,8.700577742662222,200,22.986979246139526,0.11493489623069764,0.169480562210083,0.03507637977600098,188,405,18,17.424296140670776,5.56268310546875,15837.36832,15676.928,49.315838374299766,165.71755666612682
200,Llama2 1.1b -> 7b - Speculative with KV Cache,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502841027019385211055596446229489549303819,10.557000054472063,201,19.039499759674072,0.09472387940136355,0.07514309883117676,0.02956104278564453,181,354,20,12.099867582321167,6.939632177352905,15841.2416,15676.928,55.06294250085626,157.78787166062563
200,Llama2 1.1b -> 7b - Speculative with Full Decoder,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502841027019385211055596446229489549303819,9.626315598967185,201,20.880262851715088,0.10388190473490093,0.10507011413574219,0.031076908111572266,181,418,20,14.443288564682007,6.436974287033081,15841.2416,15676.928,56.952208030576685,343.0075375084349
200,Llama2 1.1b - Baseline,The first digits of pi are 3 and 1. The second digit of pi is 1. The third digit of pi is 1. The fourth digit of pi is 1. The fifth digit of pi is 1. The sixth digit of pi is 1. The seventh digit of pi is 1. The eighth digit of pi is 1. The ninth digit of pi is 1. The tenth digit of pi is 1. The eleventh digit of pi is 1. The twelfth digit of pi is 1. The thirteenth digit of pi is 1. The fourteenth digit of pi is 1. The fifteenth digit of pi is 1. The sixteenth digit of pi is 1. The seventeenth digit of pi is 1. The eighteenth digit of pi is 1. The nineteenth digit of pi is 1. The twentieth digit of pi is 1. The twenty-first,26.99244195613705,200,7.409481525421143,0.03704740762710571,0.04233241081237793,0.0340418815612793,0,0,0,0.0,0.0,2240.270848,2200.096768,59.38598430812472,64.62911763674323
200,Llama2 7b - Baseline,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342117067982148086513282306647093844609550582231725359408128481117450284102701938521105559644622948954930381,5.251512633398504,200,38.08426523208618,0.19042132616043092,0.7494428157806396,0.03310847282409668,0,0,0,0.0,0.0,13618.140672,13476.831232,70.77374947302752,407.05082664493744
200,Llama2 1.1b -> 7b - Speculative,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342117067982148086513282306647093844609550582231725359408128481117450284102701938521105559644622948954930381,7.510236566406844,200,26.630319595336914,0.13315159797668458,0.2097949981689453,0.03615236282348633,187,363,21,17.781078100204468,8.849241495132446,15837.11232,15676.928,40.61718368732613,122.72424275597443
200,Llama2 1.1b -> 7b - Speculative with Adaptive K,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342117067982148086513282306647093844609550582231725359408128481117450284102701938521105559644622948954930381,9.140830826261517,200,21.879849195480347,0.10939924597740174,0.2484884262084961,0.03604745864868164,187,359,18,16.33465051651001,5.545198678970337,15837.36832,15676.928,47.18577777497952,117.45378732891825
200,Llama2 1.1b -> 7b - Speculative with KV Cache,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502841027019385211055596446229489549303819,13.370054820461178,201,15.03359580039978,0.07479400895721283,0.09435200691223145,0.032090187072753906,186,269,15,10.238998413085938,4.794597387313843,15841.1776,15676.928,52.81361223313495,150.9725306445908
200,Llama2 1.1b -> 7b - Speculative with Full Decoder,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058209749445923078164062862089986280348253421170679821480865132823066470938446095505822317253594081284811174502841027019385211055596446229489549303819,9.413517819076711,201,21.352272748947144,0.10623021268132907,0.10132694244384766,0.03154611587524414,181,394,20,14.900222778320312,6.452049970626831,15841.2416,15676.928,53.22031825806616,344.11634407845014
200,Llama2 1.1b - Baseline,The first digits of pi are 3 and 1. The second digit of pi is 1. The third digit of pi is 1. The fourth digit of pi is 1. The fifth digit of pi is 1. The sixth digit of pi is 1. The seventh digit of pi is 1. The eighth digit of pi is 1. The ninth digit of pi is 1. The tenth digit of pi is 1. The eleventh digit of pi is 1. The twelfth digit of pi is 1. The thirteenth digit of pi is 1. The fourteenth digit of pi is 1. The fifteenth digit of pi is 1. The sixteenth digit of pi is 1. The seventeenth digit of pi is 1. The eighteenth digit of pi is 1. The nineteenth digit of pi is 1. The twentieth digit of pi is 1. The twenty-first,24.376091530529468,200,8.204760789871216,0.04102380394935608,0.05756068229675293,0.03523373603820801,0,0,0,0.0,0.0,2240.270848,2200.096768,53.62976019279005,62.44290317706249
200,Llama2 7b - Baseline,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342117067982148086513282306647093844609550582231725359408128481117450284102701938521105559644622948954930381,4.841545530027123,200,41.309123039245605,0.20654561519622802,0.7342040538787842,0.03412890434265137,0,0,0,0.0,0.0,13618.140672,13476.831232,65.24869201021953,394.88027792201393
200,Llama2 1.1b -> 7b - Speculative,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342117067982148086513282306647093844609550582231725359408128481117450284102701938521105559644622948954930381,9.517851599445944,200,21.013145446777344,0.10506572723388671,0.11196184158325195,0.03606772422790527,187,325,20,14.219767332077026,6.793378114700317,15836.664832,15676.928,46.85486410084299,382.8528564906297
200,Llama2 1.1b -> 7b - Speculative with Adaptive K,The first digits of pi are 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342117067982148086513282306647093844609550582231725359408128481117450284102701938521105559644622948954930381,7.557535179542237,200,26.46365451812744,0.13231827259063722,0.1154475212097168,0.034586191177368164,184,424,21,18.944679975509644,7.518974542617798,15837.04832,15676.928,45.94431523700353,344.64296820192624
